Ticker,Weight (%),Shares,Price,Value ($)
ARM,15.533300387659663,12.694192,116.37999725341797,1477.3500300943604
INTC,1.236672666932657,5.901564,19.93000030517578,117.6181723210144
META,25.356457572318412,4.032871,597.989990234375,2411.6164899064943
MSFT,5.178175919813034,1.2954780000000001,380.1600036621094,492.4889212241822
TCEHY,11.010573713838353,16.0,65.44999694824219,1047.199951171875
TSM,12.5598557799058,7.0,170.64999389648438,1194.5499572753906
VOO,29.12496395953208,5.373385,515.510009765625,2770.033753824463
