Ticker,Annual Return (%),Annual Volatility (%),Sharpe Ratio
ARM,72.08942687046127,81.27105186207957,0.8747201523994428
INTC,-30.467692571966403,50.97574939373172,-0.6173071106598751
META,50.21225068864421,34.08344532587692,1.4438754714530329
MSFT,10.8554128896179,21.081151957806192,0.4674987832421803
TCEHY,38.86532015931173,35.5310332136096,1.0656971310591672
TSM,51.70231123098975,40.104160355925515,1.2642656218458472
VOO,17.186753951597865,12.99679336265024,1.2454421256026755
